ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
1;1;Spodnie treningowe - black;Ubrania;199;1;199;1;;;;;RF-demo_2;RF-demo_2;adidas Originals;adidas Originals;622562271560;;0;2.26;0.97;0.82;2.29;31;1;both;4;;;Spodnie treningowe - black,  adidas Originals;Spodnie treningowe - black  Firma adidas Originals  Rozmiary: , 34, 36, 38, 40, 42, 44;adidas,originals,adicolor;Spodnie treningowe - black;adidas originals adicolor spodnie treningowe;clothing - Spodnie treningowe - black;adidas-originals-adicolor-spodnie-treningowe-ad121a099-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1A/09/9Q/11/AD121A099-Q11@10.jpg;1;;1;new;0;1;0;0;0;0;0;0
2;1;ORIGINAL TEE REGULAR FIT - T-shirt basic - black;Ubrania;99;1;99;1;;;;;RF-demo_3;RF-demo_3;Tommy Jeans;Tommy Jeans;7741703497732;;0;2.95;0.71;2.64;2.96;3;1;both;11;;;ORIGINAL TEE REGULAR FIT - T-shirt basic - black,  Tommy Jeans;ORIGINAL TEE REGULAR FIT - T-shirt basic - black  Firma Tommy Jeans  Rozmiary: , XS, S, M, L, XL, XXL;tommy,jeans,original;ORIGINAL TEE REGULAR FIT - T-shirt basic - black;tommy jeans original tee regular;clothing - ORIGINAL TEE REGULAR FIT - T-shirt basic - black;tommy-jeans-original-tee-regular-fit-t-shirt-basic-tob22o018-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/B2/2O/01/8Q/11/TOB22O018-Q11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
3;1;PERFECT TEE - T-shirt basic - black;Ubrania;79;1;79;1;;;;;RF-demo_4;RF-demo_4;Levi's®;Levi's®;5999627160817;;0;0.84;1.89;3.54;1.35;24;1;both;16;;;PERFECT TEE - T-shirt basic - black,  Levi's®;PERFECT TEE - T-shirt basic - black  Firma Levi's®  Rozmiary: , XXS, XS, S, M, L;levisr,perfect,tee;PERFECT TEE - T-shirt basic - black;levisr perfect tee t shirt;clothing - PERFECT TEE - T-shirt basic - black;levisr-perfect-tee-t-shirt-z-nadrukiem-le221d051-a11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/1D/05/1A/11/LE221D051-A11@17.3.jpg;1;;1;new;0;1;0;0;0;0;0;0
4;1;T-shirt z nadrukiem - anthracite;Ubrania;59;1;59;1;;;;;RF-demo_5;RF-demo_5;Even&Odd;Even&Odd;6073952349563;;0;2.14;3.51;0.66;2.96;9;1;both;1;;;T-shirt z nadrukiem - anthracite,  Even&Odd;T-shirt z nadrukiem - anthracite  Firma Even&Odd  Rozmiary: , XS, S, M, XL;evenandodd,t,shirt;T-shirt z nadrukiem - anthracite;evenandodd t shirt z nadrukiem;clothing - T-shirt z nadrukiem - anthracite;evenandodd-t-shirt-z-nadrukiem-anthracite-ev421d17x-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/EV/42/1D/17/XQ/11/EV421D17X-Q11@15.1.jpg;1;;1;new;0;1;0;0;0;0;0;0
5;1;ADICOLOR TREFOIL TIGHT - Legginsy - black;Ubrania;129;1;129;1;;;;;RF-demo_6;RF-demo_6;adidas Originals;adidas Originals;3747833675759;;0;0.93;3.87;3.72;3.18;35;1;both;7;;;ADICOLOR TREFOIL TIGHT - Legginsy - black,  adidas Originals;ADICOLOR TREFOIL TIGHT - Legginsy - black  Firma adidas Originals  Rozmiary: , 30, 32, 34, 36, 38, 40, 42, 44;adidas,originals,trefoil;ADICOLOR TREFOIL TIGHT - Legginsy - black;adidas originals trefoil tight legginsy;clothing - ADICOLOR TREFOIL TIGHT - Legginsy - black;adidas-originals-trefoil-tight-legginsy-ad121a0ae-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1A/0A/EQ/11/AD121A0AE-Q11@11.jpg;1;;1;new;0;1;0;0;0;0;0;0
6;1;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -;Kosmetyki;39;1;39;1;;;;;RF-demo_7;RF-demo_7;eos;eos;224393685703;;0;2.44;1.01;0.36;2.33;21;1;both;15;;;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -,  eos;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -  Firma eos;eos,tropical,escape;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -;eos tropical escape collection gift;beauty - TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -;eos-tropical-escape-collection-gift-set-trio-coral-europe-zestaw-do-pielegnacji-eo131g009-t11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/EO/13/1G/00/9T/11/EO131G009-T11@10.png;1;;1;new;0;1;0;0;0;0;0;0
7;1;NMELLA SUPER COATED PANTS  - Spodnie materiałowe - black;Ubrania;149;1;149;1;;;;;RF-demo_8;RF-demo_8;Noisy May;Noisy May;3774733984063;;0;2.01;0.8;3.5;2.94;19;1;both;13;;;NMELLA SUPER COATED PANTS  - Spodnie materiałowe - black,  Noisy May;NMELLA SUPER COATED PANTS  - Spodnie materiałowe - black  Firma Noisy May  Rozmiary: , 34x32, 36x30, 36x32, 36x34, 38x30, 38x32, 38x34, 40x30, 40x32, 40x34, 42x30, 42x32;noisy,may,nmella;NMELLA SUPER COATED PANTS  - Spodnie materiałowe - black;noisy may nmella super coated;clothing - NMELLA SUPER COATED PANTS  - Spodnie materiałowe - black;noisy-may-nmella-super-coated-pants-spodnie-materialowe-black-nm321a05w-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/NM/32/1A/05/WQ/11/NM321A05W-Q11@10.jpg;1;;1;new;0;1;0;0;0;0;0;0
8;1;PAULE SLIM FIT - Koszulka polo - black;Ubrania;409;1;409;1;;;;;RF-demo_9;RF-demo_9;BOSS;BOSS;5562639161490;;0;2.85;0.54;3.4;2.97;6;1;both;4;;;PAULE SLIM FIT - Koszulka polo - black,  BOSS;PAULE SLIM FIT - Koszulka polo - black  Firma BOSS  Rozmiary: , S, M, L, XL, XXL, 3XL;boss,athleisure,paule;PAULE SLIM FIT - Koszulka polo - black;boss athleisure paule slim fit;clothing - PAULE SLIM FIT - Koszulka polo - black;boss-athleisure-paule-slim-fit-koszulka-polo-black-bg122p024-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/BG/12/2P/02/4Q/11/BG122P024-Q11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
9;1;CORE - T-shirt z nadrukiem - jet black;Ubrania;79;1;79;1;;;;;RF-demo_10;RF-demo_10;Guess;Guess;2380584071765;;0;2.07;3.83;2.47;0.36;20;1;both;9;;;CORE - T-shirt z nadrukiem - jet black,  Guess;CORE - T-shirt z nadrukiem - jet black  Firma Guess  Rozmiary: , 176, 122/128, 128/134, 134/140, 146/152, 158/164, 170/176;guess,core,t;CORE - T-shirt z nadrukiem - jet black;guess core t shirt z;clothing - CORE - T-shirt z nadrukiem - jet black;guess-core-t-shirt-z-nadrukiem-gu124g03m-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GU/12/4G/03/MQ/11/GU124G03M-Q11@2.jpg;1;;1;new;0;1;0;0;0;0;0;0
10;1;GLORIOUS GLOSS MINI MARVELS - Zestaw do włosów - -;Kosmetyki;94;1;94;1;;;;;RF-demo_11;RF-demo_11;Percy & Reed;Percy & Reed;5833709427162;;0;3.54;3.3;3.99;0.43;13;1;both;16;;;GLORIOUS GLOSS MINI MARVELS - Zestaw do włosów - -,  Percy & Reed;GLORIOUS GLOSS MINI MARVELS - Zestaw do włosów - -  Firma Percy & Reed;percy,and,reed;GLORIOUS GLOSS MINI MARVELS - Zestaw do włosów - -;percy and reed glorious gloss;beauty - GLORIOUS GLOSS MINI MARVELS - Zestaw do włosów - -;percy-and-reed-glorious-gloss-mini-marvels-szampon-neutral-pej31k002-s11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/PE/J3/1K/00/2S/11/PEJ31K002-S11@4.jpg;1;;1;new;0;1;0;0;0;0;0;0
