ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Title
0;1;V NECK TEE 3 PACK - T-shirt z nadrukiem - black/white/navy;clothing;209;1;0;1;;;;;RF-demo_1;RF-demo_1;Abercrombie & Fitch;Abercrombie & Fitch;61389593885;;0;3.1;0.89;1.95;0.12;16;1;both;4;;;V NECK TEE 3 PACK - T-shirt z nadrukiem - black/white/navy, SKU - A0F21D03U-Q11;V NECK TEE 3 PACK - T-shirt z nadrukiem - black/white/navy, Firma: Abercrombie & Fitch ,Rozmiary:, XS, S, M, XL;abercrombie, and, fitch;abercrombie-and-fitch;abercrombie-and-fitch;abercrombie-and-fitch;abercrombie-and-fitch-v-neck-tee-3-pack-t-shirt-z-nadrukiem-blackwhitenavy-a0f21d03u-q11;W magazynie;Dostepny;1;10/16/2019 8:51:51 PM;10/16/2019 8:51:51 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/A0/F2/1D/03/UQ/11/A0F21D03U-Q11@24.2.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
1;1;HOUSEMARK GRAPHIC TEE - T-shirt z nadrukiem - white;clothing;99;1;0;1;;;;;RF-demo_2;RF-demo_2;Levi's®;Levi's®;63855894015;;0;2.33;3.43;0.51;0.93;16;1;both;5;;;HOUSEMARK GRAPHIC TEE - T-shirt z nadrukiem - white, SKU - LE222O03M-A11;HOUSEMARK GRAPHIC TEE - T-shirt z nadrukiem - white, Firma: Levi's® ,Rozmiary:, XS, L, XL, XXL, 3XL;levisr, housemark, graphic;levisr-housemark-graphic;levisr-housemark-graphic;levisr-housemark-graphic;levisr-housemark-graphic-tee-t-shirt-z-nadrukiem-le222o03m-a11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/2O/03/MA/11/LE222O03M-A11@4.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
2;1;KOLA - Ankle boot - black;shoe;169;1;0;1;;;;;RF-demo_3;RF-demo_3;RAID;RAID;996920124626;;0;2.37;3.93;3.14;3.88;30;1;both;11;;;KOLA - Ankle boot - black, SKU - RAD11N011-Q11;KOLA - Ankle boot - black, Firma: RAID ,Rozmiary:, 36, 37, 38, 39, 40, 41;raid, kola, ankle;raid-kola-ankle;raid-kola-ankle;raid-kola-ankle;raid-kola-ankle-boot-black-rad11n011-q11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/RA/D1/1N/01/1Q/11/RAD11N011-Q11@13.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
3;1;ORIGINAL TEE REGULAR FIT - T-shirt basic - black;clothing;99;1;0;1;;;;;RF-demo_4;RF-demo_4;Tommy Jeans;Tommy Jeans;335999272013;;0;2.86;1.64;1.43;1.86;39;1;both;17;;;ORIGINAL TEE REGULAR FIT - T-shirt basic - black, SKU - TOB22O018-Q11;ORIGINAL TEE REGULAR FIT - T-shirt basic - black, Firma: Tommy Jeans ,Rozmiary:, XS, S, M, L, XL, XXL;tommy, jeans, original;tommy-jeans-original;tommy-jeans-original;tommy-jeans-original;tommy-jeans-original-tee-regular-fit-t-shirt-basic-tob22o018-q11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/B2/2O/01/8Q/11/TOB22O018-Q11@8.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
4;1;RELAXED GRAPHIC CREW - Bluza - brilliant red;clothing;239;1;0;1;;;;;RF-demo_5;RF-demo_5;Levi's®;Levi's®;309434522981;;0;1.86;3.03;1.85;3.88;9;1;both;9;;;RELAXED GRAPHIC CREW - Bluza - brilliant red, SKU - LE221J02E-G11;RELAXED GRAPHIC CREW - Bluza - brilliant red, Firma: Levi's® ,Rozmiary:, XS, S, M;levisr, relaxed, graphic;levisr-relaxed-graphic;levisr-relaxed-graphic;levisr-relaxed-graphic;levisr-relaxed-graphic-crew-bluza-brilliant-red-le221j02e-g11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/1J/02/EG/11/LE221J02E-G11@12.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
5;1;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -;beauty;39;1;0;1;;;;;RF-demo_6;RF-demo_6;eos;eos;857741814110;;0;1.33;1.05;0.34;1.51;33;1;both;1;;;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -, SKU - EO131G009-T11;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -, Firma: eos;eos, tropical, escape;eos-tropical-escape;eos-tropical-escape;eos-tropical-escape;eos-tropical-escape-collection-gift-set-trio-coral-europe-zestaw-do-pielegnacji-eo131g009-t11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/EO/13/1G/00/9T/11/EO131G009-T11@10.png;1;;1;nowe;0;1;0;0;0;0;0;0
6;1;Spodnie treningowe - black;clothing;199;1;0;1;;;;;RF-demo_7;RF-demo_7;adidas Originals;adidas Originals;52510769786;;0;1.37;1.79;3.42;0.84;2;1;both;17;;;Spodnie treningowe - black, SKU - AD121A099-Q11;Spodnie treningowe - black, Firma: adidas Originals ,Rozmiary:, 30, 32, 34, 36, 38, 40, 42, 44;adidas, originals, adicolor;adidas-originals-adicolor;adidas-originals-adicolor;adidas-originals-adicolor;adidas-originals-adicolor-spodnie-treningowe-ad121a099-q11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1A/09/9Q/11/AD121A099-Q11@10.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
7;1;LOGO CREW - Bluza - true black;clothing;149;1;0;1;;;;;RF-demo_8;RF-demo_8;GAP;GAP;2058511685;;0;3.44;0.82;1.53;3.27;23;1;both;14;;;LOGO CREW - Bluza - true black, SKU - GP022S036-Q11;LOGO CREW - Bluza - true black, Firma: GAP ,Rozmiary:, XS, S, M, L, XL, XXL;gap, logo, crew;gap-logo-crew;gap-logo-crew;gap-logo-crew;gap-logo-crew-bluza-gp022s036-q11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GP/02/2S/03/6Q/11/GP022S036-Q11@7.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
8;1;Core  - Bluza - jet black;clothing;159;1;0;1;;;;;RF-demo_9;RF-demo_9;Guess;Guess;710662032613;;0;3.76;2.67;2.66;3.41;30;1;both;19;;;Core  - Bluza - jet black, SKU - GU124K013-Q11;Core  - Bluza - jet black, Firma: Guess ,Rozmiary:, 176, 122/128, 128/134, 134/140, 146/152, 158/164, 170/176;guess, core, bluza;guess-core-bluza;guess-core-bluza;guess-core-bluza;guess-core-bluza-gu124k013-q11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GU/12/4K/01/3Q/11/GU124K013-Q11@6.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
9;1;CLAUDE - Eleganckie buty - tan;shoe;819;1;0;1;;;;;RF-demo_10;RF-demo_10;Hudson London;Hudson London;917731327267;;0;2.72;1.24;0.95;2.44;22;1;both;13;;;CLAUDE - Eleganckie buty - tan, SKU - HUC12M006-B11;CLAUDE - Eleganckie buty - tan, Firma: Hudson London ,Rozmiary:, 40, 41, 42, 44, 45, 46;hudson, london, claude;hudson-london-claude;hudson-london-claude;hudson-london-claude;hudson-london-claude-oksfordki-huc12m006-b11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/HU/C1/2M/00/6B/11/HUC12M006-B11@9.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
10;1;PARLON PUFFER - Kurtka zimowa - black;clothing;489;1;0;1;;;;;RF-demo_11;RF-demo_11;Glorious Gangsta;Glorious Gangsta;874090966572;;0;3.1;2.45;2.51;2.6;35;1;both;2;;;PARLON PUFFER - Kurtka zimowa - black, SKU - GLE22T006-Q11;PARLON PUFFER - Kurtka zimowa - black, Firma: Glorious Gangsta ,Rozmiary:, XS, S, M, L, XL;glorious, gangsta, parlon;glorious-gangsta-parlon;glorious-gangsta-parlon;glorious-gangsta-parlon;glorious-gangsta-parlon-puffer-kurtka-zimowa-black-gle22t006-q11;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GL/E2/2T/00/6Q/11/GLE22T006-Q11@9.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
11;1;BENASSI - Klapki - black/vivid pink;shoe;119;1;0;1;;;;;RF-demo_12;RF-demo_12;Nike Sportswear;Nike Sportswear;462996507383;;0;0.7;0.86;0.57;2.82;25;1;both;6;;;BENASSI - Klapki - black/vivid pink, SKU - NI111F000-Q12;BENASSI - Klapki - black/vivid pink, Firma: Nike Sportswear ,Rozmiary:, 35.5, 36.5, 38, 39, 40.5, 42, 43;nike, sportswear, benassi;nike-sportswear-benassi;nike-sportswear-benassi;nike-sportswear-benassi;nike-sportswear-benassi-jdi-klapki-ni111f000-q12;W magazynie;Dostepny;1;10/16/2019 8:52:18 PM;10/16/2019 8:52:18 PM;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/NI/11/1F/00/0Q/12/NI111F000-Q12@12.jpg;1;;1;nowe;0;1;0;0;0;0;0;0
