ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
1;1;Spodnie treningowe - black;Ubrania;199;1;199;1;;;;;RF-demo_2;RF-demo_2;adidas Originals;adidas Originals;3940915188827;;0;2.3;2.43;3.23;2.71;21;1;both;4;;;Spodnie treningowe - black,  adidas Originals;Spodnie treningowe - black  Firma adidas Originals  Rozmiary: , 34, 36, 38, 40, 42, 44;adidas,originals,adicolor;adidas originals adicolor;adidas originals adicolor;adidas originals adicolor;adidas-originals-adicolor-spodnie-treningowe-ad121a099-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1A/09/9Q/11/AD121A099-Q11@10.jpg;1;;1;new;0;1;0;0;0;0;0;0
2;1;ORIGINAL TEE REGULAR FIT - T-shirt basic - black;Ubrania;99;1;99;1;;;;;RF-demo_3;RF-demo_3;Tommy Jeans;Tommy Jeans;3948348718671;;0;3.27;2.26;3.37;3.47;27;1;both;12;;;ORIGINAL TEE REGULAR FIT - T-shirt basic - black,  Tommy Jeans;ORIGINAL TEE REGULAR FIT - T-shirt basic - black  Firma Tommy Jeans  Rozmiary: , XS, S, M, L, XL, XXL;tommy,jeans,original;tommy jeans original;tommy jeans original;tommy jeans original;tommy-jeans-original-tee-regular-fit-t-shirt-basic-tob22o018-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/B2/2O/01/8Q/11/TOB22O018-Q11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
3;1;PERFECT TEE - T-shirt basic - black;Ubrania;79;1;79;1;;;;;RF-demo_4;RF-demo_4;Levi's®;Levi's®;6669081669440;;0;1.31;3.94;0.81;1.64;39;1;both;0;;;PERFECT TEE - T-shirt basic - black,  Levi's®;PERFECT TEE - T-shirt basic - black  Firma Levi's®  Rozmiary: , XXS, XS, S, M, L;levisr,perfect,tee;levisr perfect tee;levisr perfect tee;levisr perfect tee;levisr-perfect-tee-t-shirt-z-nadrukiem-le221d051-a11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/1D/05/1A/11/LE221D051-A11@17.3.jpg;1;;1;new;0;1;0;0;0;0;0;0
4;1;T-shirt z nadrukiem - anthracite;Ubrania;59;1;59;1;;;;;RF-demo_5;RF-demo_5;Even&Odd;Even&Odd;4448003115922;;0;2.1;1.11;2.24;3.6;17;1;both;17;;;T-shirt z nadrukiem - anthracite,  Even&Odd;T-shirt z nadrukiem - anthracite  Firma Even&Odd  Rozmiary: , XS, S, M, XL;evenandodd,t,shirt;evenandodd t shirt;evenandodd t shirt;evenandodd t shirt;evenandodd-t-shirt-z-nadrukiem-anthracite-ev421d17x-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/EV/42/1D/17/XQ/11/EV421D17X-Q11@15.1.jpg;1;;1;new;0;1;0;0;0;0;0;0
5;1;ADICOLOR TREFOIL TIGHT - Legginsy - black;Ubrania;129;1;129;1;;;;;RF-demo_6;RF-demo_6;adidas Originals;adidas Originals;3282438163035;;0;0.67;1.54;0.78;0.12;22;1;both;7;;;ADICOLOR TREFOIL TIGHT - Legginsy - black,  adidas Originals;ADICOLOR TREFOIL TIGHT - Legginsy - black  Firma adidas Originals  Rozmiary: , 30, 32, 34, 36, 38, 40, 42, 44;adidas,originals,trefoil;adidas originals trefoil;adidas originals trefoil;adidas originals trefoil;adidas-originals-trefoil-tight-legginsy-ad121a0ae-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1A/0A/EQ/11/AD121A0AE-Q11@11.jpg;1;;1;new;0;1;0;0;0;0;0;0
6;1;NMELLA SUPER COATED PANTS  - Spodnie materiałowe - black;Ubrania;149;1;149;1;;;;;RF-demo_7;RF-demo_7;Noisy May;Noisy May;568540587405;;0;2.74;0.37;0.81;3.56;2;1;both;16;;;NMELLA SUPER COATED PANTS  - Spodnie materiałowe - black,  Noisy May;NMELLA SUPER COATED PANTS  - Spodnie materiałowe - black  Firma Noisy May  Rozmiary: , 34x32, 36x30, 36x32, 36x34, 38x30, 38x32, 38x34, 40x30, 40x32, 40x34, 42x30, 42x32;noisy,may,nmella;noisy may nmella;noisy may nmella;noisy may nmella;noisy-may-nmella-super-coated-pants-spodnie-materialowe-black-nm321a05w-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/NM/32/1A/05/WQ/11/NM321A05W-Q11@10.jpg;1;;1;new;0;1;0;0;0;0;0;0
7;1;PAULE SLIM FIT - Koszulka polo - black;Ubrania;409;1;409;1;;;;;RF-demo_8;RF-demo_8;BOSS;BOSS;7609581498384;;0;3.79;2.99;2.87;1.66;7;1;both;15;;;PAULE SLIM FIT - Koszulka polo - black,  BOSS;PAULE SLIM FIT - Koszulka polo - black  Firma BOSS  Rozmiary: , S, M, L, XL, XXL, 3XL;boss,athleisure,paule;boss athleisure paule;boss athleisure paule;boss athleisure paule;boss-athleisure-paule-slim-fit-koszulka-polo-black-bg122p024-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/BG/12/2P/02/4Q/11/BG122P024-Q11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
8;1;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -;Kosmetyki;39;1;39;1;;;;;RF-demo_9;RF-demo_9;eos;eos;7582429235882;;0;2.3;2.6;2.61;2.87;39;1;both;14;;;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -,  eos;TROPICAL ESCAPE COLLECTION GIFT SET TRIO CORAL EUROPE - Zestaw do pielęgnacji - -  Firma eos;eos,tropical,escape;eos tropical escape;eos tropical escape;eos tropical escape;eos-tropical-escape-collection-gift-set-trio-coral-europe-zestaw-do-pielegnacji-eo131g009-t11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/EO/13/1G/00/9T/11/EO131G009-T11@10.png;1;;1;new;0;1;0;0;0;0;0;0
9;1;LOGO CREW - Bluza - true black;Ubrania;149;1;149;1;;;;;RF-demo_10;RF-demo_10;GAP;GAP;3099166514764;;0;3.27;1.42;2.94;1.51;21;1;both;16;;;LOGO CREW - Bluza - true black,  GAP;LOGO CREW - Bluza - true black  Firma GAP  Rozmiary: , XS, S, M, L, XL, XXL;gap,logo,crew;gap logo crew;gap logo crew;gap logo crew;gap-logo-crew-bluza-gp022s036-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GP/02/2S/03/6Q/11/GP022S036-Q11@7.jpg;1;;1;new;0;1;0;0;0;0;0;0
10;1;HOUSEMARK GRAPHIC TEE - T-shirt z nadrukiem - white;Ubrania;99;1;99;1;;;;;RF-demo_11;RF-demo_11;Levi's®;Levi's®;2119135767672;;0;0.74;2.7;0.69;3.64;20;1;both;3;;;HOUSEMARK GRAPHIC TEE - T-shirt z nadrukiem - white,  Levi's®;HOUSEMARK GRAPHIC TEE - T-shirt z nadrukiem - white  Firma Levi's®  Rozmiary: , XS, L, XL, XXL, 3XL;levisr,housemark,graphic;levisr housemark graphic;levisr housemark graphic;levisr housemark graphic;levisr-housemark-graphic-tee-t-shirt-z-nadrukiem-le222o03m-a11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/2O/03/MA/11/LE222O03M-A11@4.jpg;1;;1;new;0;1;0;0;0;0;0;0
11;1;ADICOLOR TREFOIL TIGHT - Legginsy - collegiate navy;Ubrania;129;1;129;1;;;;;RF-demo_12;RF-demo_12;adidas Originals;adidas Originals;2468829798758;;0;0.05;3.15;3.98;1.81;7;1;both;12;;;ADICOLOR TREFOIL TIGHT - Legginsy - collegiate navy,  adidas Originals;ADICOLOR TREFOIL TIGHT - Legginsy - collegiate navy  Firma adidas Originals  Rozmiary: , 30, 32, 34, 36, 38, 40, 42, 44;adidas,originals,trefoil;adidas originals trefoil;adidas originals trefoil;adidas originals trefoil;adidas-originals-trefoil-tight-legginsy-ad121a0ae-k12;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1A/0A/EK/12/AD121A0AE-K12@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
12;1;CORE - T-shirt z nadrukiem - jet black;Ubrania;79;1;79;1;;;;;RF-demo_13;RF-demo_13;Guess;Guess;2929103015947;;0;1.76;1.76;3.7;1.49;18;1;both;4;;;CORE - T-shirt z nadrukiem - jet black,  Guess;CORE - T-shirt z nadrukiem - jet black  Firma Guess  Rozmiary: , 176, 122/128, 128/134, 134/140, 146/152, 158/164, 170/176;guess,core,t;guess core t;guess core t;guess core t;guess-core-t-shirt-z-nadrukiem-gu124g03m-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GU/12/4G/03/MQ/11/GU124G03M-Q11@2.jpg;1;;1;new;0;1;0;0;0;0;0;0
13;1;CLASSIC BOYS - Bluzka z długim rękawem - black/white;Ubrania;89;1;89;1;;;;;RF-demo_14;RF-demo_14;Vans;Vans;9456256508257;;0;1.32;0.45;0.37;3.23;12;1;both;15;;;CLASSIC BOYS - Bluzka z długim rękawem - black/white,  Vans;CLASSIC BOYS - Bluzka z długim rękawem - black/white  Firma Vans  Rozmiary: , 122/134, 134/140, 152/164, 164/176;vans,classic,bluzka;vans classic bluzka;vans classic bluzka;vans classic bluzka;vans-classic-bluzka-z-dlugim-rekawem-va224g017-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/VA/22/4G/01/7Q/11/VA224G017-Q11@6.jpg;1;;1;new;0;1;0;0;0;0;0;0
14;1;KOLA - Ankle boot - black;Buty;169;1;169;1;;;;;RF-demo_15;RF-demo_15;RAID;RAID;9145104888945;;0;0.97;1.8;1.58;1.9;8;1;both;4;;;KOLA - Ankle boot - black,  RAID;KOLA - Ankle boot - black  Firma RAID  Rozmiary: , 36, 38, 39, 40, 41;raid,kola,ankle;raid kola ankle;raid kola ankle;raid kola ankle;raid-kola-ankle-boot-black-rad11n011-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/RA/D1/1N/01/1Q/11/RAD11N011-Q11@13.jpg;1;;1;new;0;1;0;0;0;0;0;0
15;1;SOFT TEE - T-shirt basic - flame scarlet;Ubrania;139;1;139;1;;;;;RF-demo_16;RF-demo_16;Tommy Jeans;Tommy Jeans;2756532882014;;0;2.62;1.22;2.25;1.5;28;1;both;7;;;SOFT TEE - T-shirt basic - flame scarlet,  Tommy Jeans;SOFT TEE - T-shirt basic - flame scarlet  Firma Tommy Jeans  Rozmiary: , XXS, XS, S, M, L, XL;tommy,jeans,soft;tommy jeans soft;tommy jeans soft;tommy jeans soft;tommy-jeans-soft-tee-t-shirt-basic-tob21d04t-g11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/B2/1D/04/TG/11/TOB21D04T-G11@20.jpg;1;;1;new;0;1;0;0;0;0;0;0
16;1;CREWNECK - T-shirt basic - dark blue;Ubrania;94;1;94;1;;;;;RF-demo_17;RF-demo_17;Champion;Champion;8974344292161;;0;2.63;0.15;0.95;2.25;16;1;both;7;;;CREWNECK - T-shirt basic - dark blue,  Champion;CREWNECK - T-shirt basic - dark blue  Firma Champion  Rozmiary: , XS, S, M, L, XL, XXL;champion,crewneck,t;champion crewneck t;champion crewneck t;champion crewneck t;champion-crewneck-t-shirt-basic-dark-blue-c7642d01q-k11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/C7/64/2D/01/QK/11/C7642D01Q-K11@11.jpg;1;;1;new;0;1;0;0;0;0;0;0
17;1;CORE - T-shirt z nadrukiem - duke blue;Ubrania;79;1;79;1;;;;;RF-demo_18;RF-demo_18;Guess;Guess;29027619754;;0;3.03;0.5;1.87;0.19;11;1;both;11;;;CORE - T-shirt z nadrukiem - duke blue,  Guess;CORE - T-shirt z nadrukiem - duke blue  Firma Guess  Rozmiary: , 122/128, 128/134, 134/140, 146/152, 158/164, 170/176;guess,core,t;guess core t;guess core t;guess core t;guess-core-t-shirt-z-nadrukiem-gu123g03v-k13;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GU/12/3G/03/VK/13/GU123G03V-K13@4.jpg;1;;1;new;0;1;0;0;0;0;0;0
18;1;CLASSIC BELT - Pasek - black;Akcesoria;179;1;179;1;;;;;RF-demo_19;RF-demo_19;Tommy Hilfiger;Tommy Hilfiger;3966508454348;;0;3.18;1.79;3.58;1.95;1;1;both;8;;;CLASSIC BELT - Pasek - black,  Tommy Hilfiger;CLASSIC BELT - Pasek - black  Firma Tommy Hilfiger  Rozmiary: , 80, 85, 90, 95, 100;tommy,hilfiger,classic;tommy hilfiger classic;tommy hilfiger classic;tommy hilfiger classic;tommy-hilfiger-classic-belt-pasek-black-to151d05i-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/15/1D/05/IQ/11/TO151D05I-Q11@10.jpg;1;;1;new;0;1;0;0;0;0;0;0
19;1;CORE  - Koszulka polo - black;Ubrania;99;1;99;1;;;;;RF-demo_20;RF-demo_20;Hollister Co.;Hollister Co.;3267839756243;;0;2.94;1.51;1.41;1.57;26;1;both;1;;;CORE  - Koszulka polo - black,  Hollister Co.;CORE  - Koszulka polo - black  Firma Hollister Co.  Rozmiary: , XS, S, M, L;hollister,co,core;hollister co core;hollister co core;hollister co core;hollister-co-core-koszulka-polo-black-h0421d052-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/H0/42/1D/05/2Q/11/H0421D052-Q11@17.jpg;1;;1;new;0;1;0;0;0;0;0;0
